col,base,lag,PI_h1,PI_h2,PI_h3,SA_gain_e0_h1,SA_gain_e0_h2,SA_gain_e0_h3,SA_gain_b0306_h1,SA_gain_b0306_h2,SA_gain_b0306_h3,MI_minus_null_h1,MI_minus_null_h2,MI_minus_null_h3,PI_plus,SA_plus,MI_plus,keep_R1,keep_R2,keep_R3,keep_R4
fine:t-8m:candle_return,candle_return,t-8m,-0.00015448916249501585,0.0,0.0,-0.006973488575412468,-0.040307643467674126,-0.05792836331439677,-0.012188991922834624,-0.019000234896004997,0.05975789466949877,0.03331487533609767,0.01716961279125062,0.015524092263174083,False,False,True,True,False,False,False
fine:t-8m:log_range,log_range,t-8m,0.0,0.0,0.0,-0.009040177508778946,-0.04203487017291341,-0.06852874574281298,0.0006089092822181286,-0.011509706983936496,0.0665086739680798,0.036730327235002136,0.03228274420350896,0.017112370627547335,False,False,True,True,False,False,False
fine:t-8m:body_over_range,body_over_range,t-8m,0.0,0.0,0.0,0.02564851177567773,-0.012307848397630217,-0.06529068913132541,0.02151190403312242,0.054153641942000785,0.0697423609858916,0.02033664059234841,0.01879937207023019,0.010543646898254266,False,False,True,True,False,False,False
fine:t-8m:close_position,close_position,t-8m,0.0008927253803155585,0.0,0.0,0.000410576662623896,-0.14130358783375208,-0.03492020681574726,-0.01348564186431922,-0.043185288264435684,0.03626740851370158,0.02363099260521606,0.021959526628298587,0.018412180609164164,False,False,True,True,False,False,False
fine:t-8m:upper_wick,upper_wick,t-8m,-0.0002803207836403014,0.0,0.0,0.007198051058110444,-0.03979472948754115,0.053537076955778584,-0.008740224535008778,0.057974497187107676,0.058913199079779766,0.02160759555401981,0.021847770368698782,0.00934579532966362,False,True,True,True,True,False,True
fine:t-8m:lower_wick,lower_wick,t-8m,0.0,0.0,0.0,-0.003345418132516542,-0.02930205995592683,-0.04693533965349772,-0.11295869804348602,0.05789044085661166,0.08807294084772765,0.020660933711724727,0.01982589266076662,0.01000261816068937,False,False,True,True,False,False,False
fine:t-8m:log_volume_delta,log_volume_delta,t-8m,0.0,0.0,0.0,0.0173283293387394,-0.019238578088476288,-0.02804295626099851,0.026974872039620124,0.046968364990629397,0.015184287546443631,0.0008190688119702472,0.0028494828145007034,-0.0015245548401505715,False,False,True,True,False,False,False
fine:t-8m:relative_log_volume60,relative_log_volume60,t-8m,-0.0004150520942876786,0.0,0.0,-0.010706392796322461,0.010921076045489198,0.022396876882480043,-0.0262830944818937,0.05727628731515555,0.07351037344029976,0.0067312620567117065,0.0037999429814226104,0.004617960290025813,False,True,True,True,True,False,True
fine:t-8m:volume_z60,volume_z60,t-8m,0.00492582827372227,0.0,0.0,-0.030993962624825677,-0.05307614509522107,-0.02400794881054491,-0.09785554611949632,0.04353543434431062,0.06922391106436443,0.0023551405218533716,0.0002533220651743662,-0.006177539546571964,False,False,True,True,False,False,False
fine:t-8m:log_rv5_rv60,log_rv5_rv60,t-8m,0.0,0.0,0.0,-0.03594830709001684,-0.01868223266243696,-0.05246527270579282,-0.055683036897691274,0.02497483400113465,0.011247504026579147,0.02192453426705665,0.010241497659544407,0.017307214147255223,False,False,True,True,False,False,False
